dockey,control_id,control_name,mapping_type,technique_id,technique_name,mapping_description
388,AC-6,Least Privilege,mitigates,T1021.001,Remote Desktop Protocol,
389,AC-6,Least Privilege,mitigates,T1021,Remote Services,
390,AC-6,Least Privilege,mitigates,T1021.004,SSH,
391,AC-17,Remote Access,mitigates,T1021.001,Remote Desktop Protocol,
392,AC-17,Remote Access,mitigates,T1021,Remote Services,
393,AC-17,Remote Access,mitigates,T1021.004,SSH,
394,CM-5,Access Restrictions For Change,mitigates,T1021.001,Remote Desktop Protocol,
395,CM-5,Access Restrictions For Change,mitigates,T1021,Remote Services,
396,CM-5,Access Restrictions For Change,mitigates,T1021.004,SSH,
397,IA-2,Identification And Authentication (Organizational Users),mitigates,T1021.001,Remote Desktop Protocol,
398,IA-2,Identification And Authentication (Organizational Users),mitigates,T1021,Remote Services,
399,IA-2,Identification And Authentication (Organizational Users),mitigates,T1021.004,SSH,
400,AC-2,Account Management,mitigates,T1047,Windows Management Instrumentation,
401,AC-3,Access Enforcement,mitigates,T1047,Windows Management Instrumentation,
402,AC-5,Separation Of Duties,mitigates,T1047,Windows Management Instrumentation,
403,AC-6,Least Privilege,mitigates,T1047,Windows Management Instrumentation,
404,AC-17,Remote Access,mitigates,T1047,Windows Management Instrumentation,
405,CM-5,Access Restrictions For Change,mitigates,T1047,Windows Management Instrumentation,
406,IA-2,Identification And Authentication (Organizational Users),mitigates,T1047,Windows Management Instrumentation,
407,AC-2,Account Management,mitigates,T1053.001,At (Linux),
408,AC-2,Account Management,mitigates,T1053.002,At (Windows),
409,AC-2,Account Management,mitigates,T1053.003,Cron,
410,AC-2,Account Management,mitigates,T1053.004,Launchd,
411,AC-2,Account Management,mitigates,T1053.005,Scheduled Task,
412,AC-2,Account Management,mitigates,T1053,Scheduled Task/Job,
413,AC-2,Account Management,mitigates,T1053.006,Systemd Timers,
414,AC-3,Access Enforcement,mitigates,T1053.001,At (Linux),
415,AC-3,Access Enforcement,mitigates,T1053.002,At (Windows),
416,AC-3,Access Enforcement,mitigates,T1053.003,Cron,
417,AC-3,Access Enforcement,mitigates,T1053.004,Launchd,
418,AC-3,Access Enforcement,mitigates,T1053.005,Scheduled Task,
419,AC-3,Access Enforcement,mitigates,T1053,Scheduled Task/Job,
420,AC-3,Access Enforcement,mitigates,T1053.006,Systemd Timers,
421,AC-5,Separation Of Duties,mitigates,T1053.001,At (Linux),
422,AC-5,Separation Of Duties,mitigates,T1053.002,At (Windows),
423,AC-5,Separation Of Duties,mitigates,T1053.003,Cron,
424,AC-5,Separation Of Duties,mitigates,T1053.004,Launchd,
425,AC-5,Separation Of Duties,mitigates,T1053.005,Scheduled Task,
426,AC-5,Separation Of Duties,mitigates,T1053,Scheduled Task/Job,
427,AC-5,Separation Of Duties,mitigates,T1053.006,Systemd Timers,
428,AC-6,Least Privilege,mitigates,T1053.001,At (Linux),
429,AC-6,Least Privilege,mitigates,T1053.002,At (Windows),
430,AC-6,Least Privilege,mitigates,T1053.003,Cron,
431,AC-6,Least Privilege,mitigates,T1053.004,Launchd,
432,AC-6,Least Privilege,mitigates,T1053.005,Scheduled Task,
433,AC-6,Least Privilege,mitigates,T1053,Scheduled Task/Job,
434,AC-6,Least Privilege,mitigates,T1053.006,Systemd Timers,
435,CM-5,Access Restrictions For Change,mitigates,T1053.001,At (Linux),
436,CM-5,Access Restrictions For Change,mitigates,T1053.002,At (Windows),
437,CM-5,Access Restrictions For Change,mitigates,T1053.003,Cron,
438,CM-5,Access Restrictions For Change,mitigates,T1053.004,Launchd,
439,CM-5,Access Restrictions For Change,mitigates,T1053.005,Scheduled Task,
440,CM-5,Access Restrictions For Change,mitigates,T1053,Scheduled Task/Job,
441,CM-5,Access Restrictions For Change,mitigates,T1053.006,Systemd Timers,
442,IA-2,Identification And Authentication (Organizational Users),mitigates,T1053.001,At (Linux),
443,IA-2,Identification And Authentication (Organizational Users),mitigates,T1053.002,At (Windows),
444,IA-2,Identification And Authentication (Organizational Users),mitigates,T1053.003,Cron,
445,IA-2,Identification And Authentication (Organizational Users),mitigates,T1053.004,Launchd,
446,IA-2,Identification And Authentication (Organizational Users),mitigates,T1053.005,Scheduled Task,
447,IA-2,Identification And Authentication (Organizational Users),mitigates,T1053,Scheduled Task/Job,
448,IA-2,Identification And Authentication (Organizational Users),mitigates,T1053.006,Systemd Timers,
449,AC-2,Account Management,mitigates,T1059.008,Network Device CLI,
450,AC-3,Access Enforcement,mitigates,T1059.008,Network Device CLI,
451,AC-5,Separation Of Duties,mitigates,T1059.008,Network Device CLI,
452,AC-6,Least Privilege,mitigates,T1059.008,Network Device CLI,
453,CM-5,Access Restrictions For Change,mitigates,T1059.008,Network Device CLI,
454,IA-2,Identification And Authentication (Organizational Users),mitigates,T1059.008,Network Device CLI,
455,IA-8,Identification And Authentication (Non-Organizational Users),mitigates,T1059.008,Network Device CLI,
456,CM-5,Access Restrictions For Change,mitigates,T1072,Software Deployment Tools,
457,IA-2,Identification And Authentication (Organizational Users),mitigates,T1072,Software Deployment Tools,
458,AC-2,Account Management,mitigates,T1078.004,Cloud Accounts,
459,AC-3,Access Enforcement,mitigates,T1078.004,Cloud Accounts,
460,AC-5,Separation Of Duties,mitigates,T1078.004,Cloud Accounts,
461,AC-6,Least Privilege,mitigates,T1078.004,Cloud Accounts,
462,CM-5,Access Restrictions For Change,mitigates,T1078.004,Cloud Accounts,
463,IA-2,Identification And Authentication (Organizational Users),mitigates,T1078.004,Cloud Accounts,
464,AC-2,Account Management,mitigates,T1087.004,Cloud Account,
465,AC-3,Access Enforcement,mitigates,T1087.004,Cloud Account,
466,AC-5,Separation Of Duties,mitigates,T1087.004,Cloud Account,
467,AC-6,Least Privilege,mitigates,T1087.004,Cloud Account,
468,IA-2,Identification And Authentication (Organizational Users),mitigates,T1087.004,Cloud Account,
469,IA-8,Identification And Authentication (Non-Organizational Users),mitigates,T1087.004,Cloud Account,
470,AC-2,Account Management,mitigates,T1110,Brute Force,
471,AC-2,Account Management,mitigates,T1110.004,Credential Stuffing,
472,AC-3,Access Enforcement,mitigates,T1110,Brute Force,
473,AC-3,Access Enforcement,mitigates,T1110.004,Credential Stuffing,
474,AC-6,Least Privilege,mitigates,T1110,Brute Force,
475,AC-6,Least Privilege,mitigates,T1110.004,Credential Stuffing,
476,AC-2,Account Management,mitigates,T1134,Access Token Manipulation,
477,AC-2,Account Management,mitigates,T1134.002,Create Process with Token,
478,AC-2,Account Management,mitigates,T1134.003,Make and Impersonate Token,
479,AC-2,Account Management,mitigates,T1134.001,Token Impersonation/Theft,
480,AC-3,Access Enforcement,mitigates,T1134,Access Token Manipulation,
481,AC-3,Access Enforcement,mitigates,T1134.002,Create Process with Token,
482,AC-3,Access Enforcement,mitigates,T1134.003,Make and Impersonate Token,
483,AC-3,Access Enforcement,mitigates,T1134.001,Token Impersonation/Theft,
484,AC-5,Separation Of Duties,mitigates,T1134,Access Token Manipulation,
485,AC-5,Separation Of Duties,mitigates,T1134.002,Create Process with Token,
486,AC-5,Separation Of Duties,mitigates,T1134.003,Make and Impersonate Token,
487,AC-5,Separation Of Duties,mitigates,T1134.001,Token Impersonation/Theft,
488,AC-6,Least Privilege,mitigates,T1134,Access Token Manipulation,
489,AC-6,Least Privilege,mitigates,T1134.002,Create Process with Token,
490,AC-6,Least Privilege,mitigates,T1134.003,Make and Impersonate Token,
491,AC-6,Least Privilege,mitigates,T1134.001,Token Impersonation/Theft,
492,CM-5,Access Restrictions For Change,mitigates,T1134,Access Token Manipulation,
493,CM-5,Access Restrictions For Change,mitigates,T1134.002,Create Process with Token,
494,CM-5,Access Restrictions For Change,mitigates,T1134.003,Make and Impersonate Token,
495,CM-5,Access Restrictions For Change,mitigates,T1134.001,Token Impersonation/Theft,
496,IA-2,Identification And Authentication (Organizational Users),mitigates,T1134,Access Token Manipulation,
497,IA-2,Identification And Authentication (Organizational Users),mitigates,T1134.002,Create Process with Token,
498,IA-2,Identification And Authentication (Organizational Users),mitigates,T1134.003,Make and Impersonate Token,
499,IA-2,Identification And Authentication (Organizational Users),mitigates,T1134.001,Token Impersonation/Theft,
500,AC-3,Access Enforcement,mitigates,T1185,Man in the Browser,
501,AC-5,Separation Of Duties,mitigates,T1185,Man in the Browser,
502,AC-6,Least Privilege,mitigates,T1185,Man in the Browser,
503,CM-5,Access Restrictions For Change,mitigates,T1185,Man in the Browser,
504,IA-2,Identification And Authentication (Organizational Users),mitigates,T1185,Man in the Browser,
505,AC-2,Account Management,mitigates,T1197,BITS Jobs,
506,AC-3,Access Enforcement,mitigates,T1197,BITS Jobs,
507,AC-5,Separation Of Duties,mitigates,T1197,BITS Jobs,
508,AC-6,Least Privilege,mitigates,T1197,BITS Jobs,
509,CM-5,Access Restrictions For Change,mitigates,T1197,BITS Jobs,
510,IA-2,Identification And Authentication (Organizational Users),mitigates,T1197,BITS Jobs,
511,AC-5,Separation Of Duties,mitigates,T1213.001,Confluence,
512,AC-5,Separation Of Duties,mitigates,T1213,Data from Information Repositories,
513,AC-5,Separation Of Duties,mitigates,T1213.002,Sharepoint,
514,IA-2,Identification And Authentication (Organizational Users),mitigates,T1213.001,Confluence,
515,IA-2,Identification And Authentication (Organizational Users),mitigates,T1213,Data from Information Repositories,
516,IA-2,Identification And Authentication (Organizational Users),mitigates,T1213.002,Sharepoint,
517,IA-8,Identification And Authentication (Non-Organizational Users),mitigates,T1213.001,Confluence,
518,IA-8,Identification And Authentication (Non-Organizational Users),mitigates,T1213,Data from Information Repositories,
519,IA-8,Identification And Authentication (Non-Organizational Users),mitigates,T1213.002,Sharepoint,
520,AC-2,Account Management,mitigates,T1484,Group Policy Modification,
521,AC-3,Access Enforcement,mitigates,T1484,Group Policy Modification,
522,AC-5,Separation Of Duties,mitigates,T1484,Group Policy Modification,
523,AC-6,Least Privilege,mitigates,T1484,Group Policy Modification,
524,CM-5,Access Restrictions For Change,mitigates,T1484,Group Policy Modification,
525,IA-2,Identification And Authentication (Organizational Users),mitigates,T1484,Group Policy Modification,
526,AC-2,Account Management,mitigates,T1489,Service Stop,
527,AC-3,Access Enforcement,mitigates,T1489,Service Stop,
528,AC-5,Separation Of Duties,mitigates,T1489,Service Stop,
529,AC-6,Least Privilege,mitigates,T1489,Service Stop,
530,CM-5,Access Restrictions For Change,mitigates,T1489,Service Stop,
531,IA-2,Identification And Authentication (Organizational Users),mitigates,T1489,Service Stop,
532,CM-5,Access Restrictions For Change,mitigates,T1528,Steal Application Access Token,
533,IA-8,Identification And Authentication (Non-Organizational Users),mitigates,T1528,Steal Application Access Token,
534,AC-2,Account Management,mitigates,T1530,Data from Cloud Storage Object,
535,AC-3,Access Enforcement,mitigates,T1530,Data from Cloud Storage Object,
536,AC-5,Separation Of Duties,mitigates,T1530,Data from Cloud Storage Object,
537,AC-6,Least Privilege,mitigates,T1530,Data from Cloud Storage Object,
538,CM-5,Access Restrictions For Change,mitigates,T1530,Data from Cloud Storage Object,
539,IA-2,Identification And Authentication (Organizational Users),mitigates,T1530,Data from Cloud Storage Object,
540,IA-8,Identification And Authentication (Non-Organizational Users),mitigates,T1530,Data from Cloud Storage Object,
541,AC-2,Account Management,mitigates,T1537,Transfer Data to Cloud Account,
542,AC-3,Access Enforcement,mitigates,T1537,Transfer Data to Cloud Account,
543,AC-5,Separation Of Duties,mitigates,T1537,Transfer Data to Cloud Account,
544,AC-6,Least Privilege,mitigates,T1537,Transfer Data to Cloud Account,
545,CM-5,Access Restrictions For Change,mitigates,T1537,Transfer Data to Cloud Account,
546,IA-2,Identification And Authentication (Organizational Users),mitigates,T1537,Transfer Data to Cloud Account,
547,IA-8,Identification And Authentication (Non-Organizational Users),mitigates,T1537,Transfer Data to Cloud Account,
548,AC-2,Account Management,mitigates,T1538,Cloud Service Dashboard,
549,AC-3,Access Enforcement,mitigates,T1538,Cloud Service Dashboard,
550,AC-5,Separation Of Duties,mitigates,T1538,Cloud Service Dashboard,
551,AC-6,Least Privilege,mitigates,T1538,Cloud Service Dashboard,
552,IA-2,Identification And Authentication (Organizational Users),mitigates,T1538,Cloud Service Dashboard,
553,IA-8,Identification And Authentication (Non-Organizational Users),mitigates,T1538,Cloud Service Dashboard,
554,AC-2,Account Management,mitigates,T1543,Create or Modify System Process,
555,AC-2,Account Management,mitigates,T1543.001,Launch Agent,
556,AC-2,Account Management,mitigates,T1543.004,Launch Daemon,
557,AC-2,Account Management,mitigates,T1543.002,Systemd Service,
558,AC-2,Account Management,mitigates,T1543.003,Windows Service,
559,AC-3,Access Enforcement,mitigates,T1543,Create or Modify System Process,
560,AC-3,Access Enforcement,mitigates,T1543.001,Launch Agent,
561,AC-3,Access Enforcement,mitigates,T1543.004,Launch Daemon,
562,AC-3,Access Enforcement,mitigates,T1543.002,Systemd Service,
563,AC-3,Access Enforcement,mitigates,T1543.003,Windows Service,
564,AC-5,Separation Of Duties,mitigates,T1543,Create or Modify System Process,
565,AC-5,Separation Of Duties,mitigates,T1543.001,Launch Agent,
566,AC-5,Separation Of Duties,mitigates,T1543.004,Launch Daemon,
567,AC-5,Separation Of Duties,mitigates,T1543.002,Systemd Service,
568,AC-5,Separation Of Duties,mitigates,T1543.003,Windows Service,
569,AC-6,Least Privilege,mitigates,T1543,Create or Modify System Process,
570,AC-6,Least Privilege,mitigates,T1543.001,Launch Agent,
571,AC-6,Least Privilege,mitigates,T1543.004,Launch Daemon,
572,AC-6,Least Privilege,mitigates,T1543.002,Systemd Service,
573,AC-6,Least Privilege,mitigates,T1543.003,Windows Service,
574,CM-5,Access Restrictions For Change,mitigates,T1543,Create or Modify System Process,
575,CM-5,Access Restrictions For Change,mitigates,T1543.001,Launch Agent,
576,CM-5,Access Restrictions For Change,mitigates,T1543.004,Launch Daemon,
577,CM-5,Access Restrictions For Change,mitigates,T1543.002,Systemd Service,
578,CM-5,Access Restrictions For Change,mitigates,T1543.003,Windows Service,
579,CM-11,User-Installed Software,mitigates,T1543,Create or Modify System Process,
580,CM-11,User-Installed Software,mitigates,T1543.001,Launch Agent,
581,CM-11,User-Installed Software,mitigates,T1543.004,Launch Daemon,
582,CM-11,User-Installed Software,mitigates,T1543.002,Systemd Service,
583,CM-11,User-Installed Software,mitigates,T1543.003,Windows Service,
584,IA-2,Identification And Authentication (Organizational Users),mitigates,T1543,Create or Modify System Process,
585,IA-2,Identification And Authentication (Organizational Users),mitigates,T1543.001,Launch Agent,
586,IA-2,Identification And Authentication (Organizational Users),mitigates,T1543.004,Launch Daemon,
587,IA-2,Identification And Authentication (Organizational Users),mitigates,T1543.002,Systemd Service,
588,IA-2,Identification And Authentication (Organizational Users),mitigates,T1543.003,Windows Service,
589,AC-2,Account Management,mitigates,T1546.003,Windows Management Instrumentation Event Subscription,
590,AC-3,Access Enforcement,mitigates,T1546.003,Windows Management Instrumentation Event Subscription,
591,AC-5,Separation Of Duties,mitigates,T1546.003,Windows Management Instrumentation Event Subscription,
592,AC-6,Least Privilege,mitigates,T1546.003,Windows Management Instrumentation Event Subscription,
593,CM-5,Access Restrictions For Change,mitigates,T1546.003,Windows Management Instrumentation Event Subscription,
594,IA-2,Identification And Authentication (Organizational Users),mitigates,T1546.003,Windows Management Instrumentation Event Subscription,
595,AC-2,Account Management,mitigates,T1547.012,Print Processors,
596,AC-2,Account Management,mitigates,T1547.009,Shortcut Modification,
597,AC-2,Account Management,mitigates,T1547.004,Winlogon Helper DLL,
598,AC-3,Access Enforcement,mitigates,T1547.012,Print Processors,
599,AC-3,Access Enforcement,mitigates,T1547.009,Shortcut Modification,
